19.07.2001;0,0320833
19.08.2001;0,0316
19.09.2001;0,0275333
19.10.2001;0,02205
19.11.2001;0,0223333
19.12.2001;0,0188167
19.01.2002;0,0170167
19.02.2002;0,0167167
19.03.2002;0,01675
19.04.2002;0,0157
19.05.2002;0,0128333
19.06.2002;0,0126833
19.07.2002;0,0114333
19.08.2002;0,0078833
19.09.2002;0,0072833
19.10.2002;0,0078
19.11.2002;0,0071333
19.12.2002;0,0069667
19.01.2003;0,0062
19.02.2003;0,0059667
19.03.2003;0,0031833
19.04.2003;0,0030333
19.05.2003;0,00285
19.06.2003;0,0027667
19.07.2003;0,0029083
19.08.2003;0,0025
19.09.2003;0,0024667
19.10.2003;0,0025
19.11.2003;0,0024
19.12.2003;0,0025
19.01.2004;0,0024167
19.02.2004;0,0026667
19.03.2004;0,0024833
19.04.2004;0,0027667
19.05.2004;0,0026
19.06.2004;0,0047
19.07.2004;0,005
19.08.2004;0,0051833
19.09.2004;0,0067667
19.10.2004;0,0069833
19.11.2004;0,0077333
19.12.2004;0,0074167
19.01.2005;0,0073
19.02.2005;0,0075333
19.03.2005;0,0075
19.04.2005;0,0075667
19.05.2005;0,0075
19.06.2005;0,0074833
19.07.2005;0,0075
19.08.2005;0,0076
19.09.2005;0,0075833
19.10.2005;0,008
19.11.2005;0,0096
19.12.2005;0,0099333
19.01.2006;0,0099583
19.02.2006;0,011
19.03.2006;0,012075
19.04.2006;0,0128
19.05.2006;0,0141
19.06.2006;0,0148333
19.07.2006;0,0152667
19.08.2006;0,0163
19.09.2006;0,0175917
19.10.2006;0,0185917
19.11.2006;0,019175
19.12.2006;0,020475
19.01.2007;0,02155
19.02.2007;0,0221667
19.03.2007;0,0227583
19.04.2007;0,0232417
19.05.2007;0,0242
19.06.2007;0,0249833
19.07.2007;0,0272
19.08.2007;0,0285
19.09.2007;0,0275667
19.10.2007;0,02785
19.11.2007;0,0275333
19.12.2007;0,02775
19.01.2008;0,0267667
19.02.2008;0,0277333
19.03.2008;0,0282833
19.04.2008;0,0284833
19.05.2008;0,0277667
19.06.2008;0,0285667
19.07.2008;0,0278667
19.08.2008;0,0274167
19.09.2008;0,0279333
19.10.2008;0,0309
19.11.2008;0,0196833
19.12.2008;0,0073833
19.01.2009;0,005525
19.02.2009;0,00505
19.03.2009;0,0041
19.04.2009;0,0039667
19.05.2009;0,0040333
19.06.2009;0,0039667
19.07.2009;0,0036667
19.08.2009;0,0034167
19.09.2009;0,0029667
19.10.2009;0,0026683
19.11.2009;0,0025167
19.12.2009;0,0025167
19.01.2010;0,0025
19.02.2010;0,0024833
19.03.2010;0,0024833
19.04.2010;0,002425
19.05.2010;0,0021167
19.06.2010;0,0010833
19.07.2010;0,0011917
19.08.2010;0,0015833
19.09.2010;0,0017833
19.10.2010;0,0017333
19.11.2010;0,0017
19.12.2010;0,0016917
19.01.2011;0,0016833
19.02.2011;0,0017
19.03.2011;0,0017833
19.04.2011;0,00185
19.05.2011;0,0017833
19.06.2011;0,0017583
19.07.2011;0,00175
19.08.2011;0,0000833
19.09.2011;0,0000667
19.10.2011;0,0004167
